,Ax,Az,Bx,Bz,Mx,Mz,Nx,Nz,Voltage,Uncertainty
113,110.0,0.0,110.0,0.0,200.0,0.0,200.0,0.0,0.2857090832635637,0.014285454163178186
114,140.0,0.0,140.0,0.0,160.0,0.0,160.0,0.0,6.579578391205796,0.32897891956028985
115,140.0,0.0,140.0,0.0,170.0,0.0,170.0,0.0,3.731810104080937,0.18659050520404682
116,140.0,0.0,140.0,0.0,180.0,0.0,180.0,0.0,2.259624191335545,0.11298120956677725
117,140.0,0.0,140.0,0.0,190.0,0.0,190.0,0.0,1.4731146227351033,0.07365573113675516
118,140.0,0.0,140.0,0.0,200.0,0.0,200.0,0.0,0.9645820149631542,0.048229100748157706
119,180.0,0.0,180.0,0.0,200.0,0.0,200.0,0.0,6.018900310103633,0.30094501550518166
120,150.0,0.0,150.0,0.0,170.0,0.0,170.0,0.0,6.140579402638919,0.30702897013194597
121,150.0,0.0,150.0,0.0,180.0,0.0,180.0,0.0,3.7385126871802283,0.18692563435901144
122,150.0,0.0,150.0,0.0,190.0,0.0,190.0,0.0,2.2325015483811406,0.11162507741905703
123,150.0,0.0,150.0,0.0,200.0,0.0,200.0,0.0,1.5706905915205172,0.07853452957602586
